date,state,fips,cases,deaths,daily case,daily death
7/20/2020,Alabama,1,68891,1291,1880,4
7/19/2020,Alabama,1,67011,1287,1777,1
7/18/2020,Alabama,1,65234,1286,2143,21
7/17/2020,Alabama,1,63091,1265,2003,35
7/16/2020,Alabama,1,61088,1230,2021,19
7/15/2020,Alabama,1,59067,1211,1812,47
7/14/2020,Alabama,1,57255,1164,1710,40
7/13/2020,Alabama,1,55545,1124,1958,3
7/12/2020,Alabama,1,53587,1121,1640,7
7/11/2020,Alabama,1,51947,1114,1439,10
7/10/2020,Alabama,1,50508,1104,1334,36
7/9/2020,Alabama,1,49174,1068,2212,10
7/8/2020,Alabama,1,46962,1058,1177,25
7/7/2020,Alabama,1,45785,1033,907,26
7/6/2020,Alabama,1,44878,1007,925,0
7/5/2020,Alabama,1,43953,1007,1091,0
7/4/2020,Alabama,1,42862,1007,997,1
7/3/2020,Alabama,1,41865,1006,1754,21
7/2/2020,Alabama,1,40111,985,1149,13
7/1/2020,Alabama,1,38962,972,917,22
6/30/2020,Alabama,1,38045,950,870,21
6/29/2020,Alabama,1,37175,929,1734,10
6/28/2020,Alabama,1,35441,919,358,0
6/27/2020,Alabama,1,35083,919,900,12
6/26/2020,Alabama,1,34183,907,977,11
6/25/2020,Alabama,1,33206,896,1142,5
6/24/2020,Alabama,1,32064,891,967,27
6/23/2020,Alabama,1,31097,864,643,23
6/22/2020,Alabama,1,30454,841,433,2
6/21/2020,Alabama,1,30021,839,472,1
6/20/2020,Alabama,1,29549,838,547,16
6/19/2020,Alabama,1,29002,822,796,12
6/18/2020,Alabama,1,28206,810,894,20
6/17/2020,Alabama,1,27312,790,400,5
6/16/2020,Alabama,1,26912,785,640,11
6/15/2020,Alabama,1,26272,774,657,1
6/14/2020,Alabama,1,25615,773,1014,0
6/13/2020,Alabama,1,24601,773,891,4
6/12/2020,Alabama,1,23710,769,865,14
6/11/2020,Alabama,1,22845,755,856,11
6/10/2020,Alabama,1,21989,744,567,15
6/9/2020,Alabama,1,21422,729,497,11
6/8/2020,Alabama,1,20925,718,425,26
6/7/2020,Alabama,1,20500,692,457,3
6/6/2020,Alabama,1,20043,689,656,13
6/5/2020,Alabama,1,19387,676,315,23
6/4/2020,Alabama,1,19072,653,221,0
6/3/2020,Alabama,1,18851,653,80,0
6/2/2020,Alabama,1,18771,653,237,7
6/1/2020,Alabama,1,18534,646,582,16
5/31/2020,Alabama,1,17952,630,593,12
5/30/2020,Alabama,1,17359,618,328,8
5/29/2020,Alabama,1,17031,610,501,19
5/28/2020,Alabama,1,16530,591,498,8
5/27/2020,Alabama,1,16032,583,382,3
5/26/2020,Alabama,1,15650,580,664,14
5/25/2020,Alabama,1,14986,566,508,15
5/24/2020,Alabama,1,14478,551,329,2
5/23/2020,Alabama,1,14149,549,479,8
5/22/2020,Alabama,1,13670,541,256,12
5/21/2020,Alabama,1,13414,529,362,7
5/20/2020,Alabama,1,13052,522,676,18
5/19/2020,Alabama,1,12376,504,290,15
5/18/2020,Alabama,1,12086,489,315,1
5/17/2020,Alabama,1,11771,488,97,3
5/16/2020,Alabama,1,11674,485,301,2
5/15/2020,Alabama,1,11373,483,272,10
5/14/2020,Alabama,1,11101,473,401,23
5/13/2020,Alabama,1,10700,450,236,15
5/12/2020,Alabama,1,10464,435,300,32
5/11/2020,Alabama,1,10164,403,275,10
5/10/2020,Alabama,1,9889,393,221,3
5/9/2020,Alabama,1,9668,390,283,7
5/8/2020,Alabama,1,9385,383,339,14
5/7/2020,Alabama,1,9046,369,355,26
5/6/2020,Alabama,1,8691,343,254,28
5/5/2020,Alabama,1,8437,315,325,17
5/4/2020,Alabama,1,8112,298,224,8
5/3/2020,Alabama,1,7888,290,277,2
5/2/2020,Alabama,1,7611,288,317,-1
5/1/2020,Alabama,1,7294,289,226,17
4/30/2020,Alabama,1,7068,272,143,10
4/29/2020,Alabama,1,6925,262,175,20
4/28/2020,Alabama,1,6750,242,211,14
4/27/2020,Alabama,1,6539,228,118,9
4/26/2020,Alabama,1,6421,219,208,6
4/25/2020,Alabama,1,6213,213,187,4
4/24/2020,Alabama,1,6026,209,194,12
4/23/2020,Alabama,1,5832,197,222,-4
4/22/2020,Alabama,1,5610,201,283,15
4/21/2020,Alabama,1,5327,186,249,22
4/20/2020,Alabama,1,5078,164,175,4
4/19/2020,Alabama,1,4903,160,180,13
4/18/2020,Alabama,1,4723,147,151,-4
4/17/2020,Alabama,1,4572,151,168,14
4/16/2020,Alabama,1,4404,137,163,14
4/15/2020,Alabama,1,4241,123,288,9
4/14/2020,Alabama,1,3953,114,148,10
4/13/2020,Alabama,1,3805,104,222,11
4/12/2020,Alabama,1,3583,93,321,0
4/11/2020,Alabama,1,3262,93,254,13
4/10/2020,Alabama,1,3008,80,170,2
4/9/2020,Alabama,1,2838,78,340,11
4/8/2020,Alabama,1,2498,67,301,3
4/7/2020,Alabama,1,2197,64,192,11
4/6/2020,Alabama,1,2005,53,165,8
4/5/2020,Alabama,1,1840,45,208,1
4/4/2020,Alabama,1,1632,44,97,6
4/3/2020,Alabama,1,1535,38,265,6
4/2/2020,Alabama,1,1270,32,162,4
4/1/2020,Alabama,1,1108,28,109,14
3/31/2020,Alabama,1,999,14,52,3
3/30/2020,Alabama,1,947,11,117,6
3/29/2020,Alabama,1,830,5,110,1
3/28/2020,Alabama,1,720,4,81,0
3/27/2020,Alabama,1,639,4,101,1
3/26/2020,Alabama,1,538,3,152,2
3/25/2020,Alabama,1,386,1,144,1
3/24/2020,Alabama,1,242,0,46,0
3/23/2020,Alabama,1,196,0,39,0
3/22/2020,Alabama,1,157,0,26,0
3/21/2020,Alabama,1,131,0,25,0
3/20/2020,Alabama,1,106,0,28,0
3/19/2020,Alabama,1,78,0,27,0
3/18/2020,Alabama,1,51,0,12,0
3/17/2020,Alabama,1,39,0,10,0
3/16/2020,Alabama,1,29,0,6,0
3/15/2020,Alabama,1,23,0,11,0
3/14/2020,Alabama,1,12,0,6,0
3/13/2020,Alabama,1,6,0,6,-16
7/20/2020,Alaska,2,2412,16,137,0
7/19/2020,Alaska,2,2275,16,118,0
7/18/2020,Alaska,2,2157,16,74,1
7/17/2020,Alaska,2,2083,15,49,0
7/16/2020,Alaska,2,2034,15,76,0
7/15/2020,Alaska,2,1958,15,61,0
7/14/2020,Alaska,2,1897,15,54,0
7/13/2020,Alaska,2,1843,15,71,0
7/12/2020,Alaska,2,1772,15,116,0
7/11/2020,Alaska,2,1656,15,77,0
7/10/2020,Alaska,2,1579,15,58,0
7/9/2020,Alaska,2,1521,15,49,0
7/8/2020,Alaska,2,1472,15,49,0
7/7/2020,Alaska,2,1423,15,22,1
7/6/2020,Alaska,2,1401,14,30,0
7/5/2020,Alaska,2,1371,14,32,0
7/4/2020,Alaska,2,1339,14,55,1
7/3/2020,Alaska,2,1284,13,60,1
7/2/2020,Alaska,2,1224,12,50,0
7/1/2020,Alaska,2,1174,12,42,0
6/30/2020,Alaska,2,1132,12,47,0
6/29/2020,Alaska,2,1085,12,25,0
6/28/2020,Alaska,2,1060,12,33,0
6/27/2020,Alaska,2,1027,12,26,0
6/26/2020,Alaska,2,1001,12,30,2
6/25/2020,Alaska,2,971,10,45,0
6/24/2020,Alaska,2,926,10,21,0
6/23/2020,Alaska,2,905,10,36,0
6/22/2020,Alaska,2,869,10,10,0
6/21/2020,Alaska,2,859,10,14,0
6/20/2020,Alaska,2,845,10,24,0
6/19/2020,Alaska,2,821,10,26,0
6/18/2020,Alaska,2,795,10,19,0
6/17/2020,Alaska,2,776,10,25,0
6/16/2020,Alaska,2,751,10,13,0
6/15/2020,Alaska,2,738,10,4,0
6/14/2020,Alaska,2,734,10,12,0
6/13/2020,Alaska,2,722,10,34,0
6/12/2020,Alaska,2,688,10,22,1
6/11/2020,Alaska,2,666,9,24,0
6/10/2020,Alaska,2,642,9,22,0
6/9/2020,Alaska,2,620,9,13,1
6/8/2020,Alaska,2,607,8,19,0
6/7/2020,Alaska,2,588,8,9,0
6/6/2020,Alaska,2,579,8,14,0
6/5/2020,Alaska,2,565,8,23,0
6/4/2020,Alaska,2,542,8,26,0
6/3/2020,Alaska,2,516,8,19,0
6/2/2020,Alaska,2,497,8,21,0
6/1/2020,Alaska,2,476,8,7,0
5/31/2020,Alaska,2,469,8,28,0
5/30/2020,Alaska,2,441,8,5,0
5/29/2020,Alaska,2,436,8,6,0
5/28/2020,Alaska,2,430,8,13,0
5/27/2020,Alaska,2,417,8,1,0
5/26/2020,Alaska,2,416,8,4,0
5/25/2020,Alaska,2,412,8,3,0
5/24/2020,Alaska,2,409,8,0,0
5/23/2020,Alaska,2,409,8,5,0
5/22/2020,Alaska,2,404,8,2,0
5/21/2020,Alaska,2,402,8,0,0
5/20/2020,Alaska,2,402,8,3,0
5/19/2020,Alaska,2,399,8,0,0
5/18/2020,Alaska,2,399,8,3,0
5/17/2020,Alaska,2,396,8,4,0
5/16/2020,Alaska,2,392,8,4,0
5/15/2020,Alaska,2,388,8,1,0
5/14/2020,Alaska,2,387,8,4,0
5/13/2020,Alaska,2,383,8,0,0
5/12/2020,Alaska,2,383,8,3,0
5/11/2020,Alaska,2,380,8,2,0
5/10/2020,Alaska,2,378,8,1,0
5/9/2020,Alaska,2,377,8,1,0
5/8/2020,Alaska,2,376,8,3,0
5/7/2020,Alaska,2,373,8,3,0
5/6/2020,Alaska,2,370,8,1,1
5/5/2020,Alaska,2,369,7,1,0
5/4/2020,Alaska,2,368,7,2,0
5/3/2020,Alaska,2,366,7,3,0
5/2/2020,Alaska,2,363,7,1,0
5/1/2020,Alaska,2,362,7,9,0
4/30/2020,Alaska,2,353,7,0,0
4/29/2020,Alaska,2,353,7,4,0
4/28/2020,Alaska,2,349,7,6,0
4/27/2020,Alaska,2,343,7,4,0
4/26/2020,Alaska,2,339,7,2,0
4/25/2020,Alaska,2,337,7,0,0
4/24/2020,Alaska,2,337,7,2,0
4/23/2020,Alaska,2,335,7,2,0
4/22/2020,Alaska,2,333,7,6,0
4/21/2020,Alaska,2,327,7,8,0
4/20/2020,Alaska,2,319,7,2,0
4/19/2020,Alaska,2,317,7,5,0
4/18/2020,Alaska,2,312,7,5,0
4/17/2020,Alaska,2,307,7,9,0
4/16/2020,Alaska,2,298,7,7,0
4/15/2020,Alaska,2,291,7,8,0
4/14/2020,Alaska,2,283,7,8,1
4/13/2020,Alaska,2,275,6,5,0
4/12/2020,Alaska,2,270,6,15,0
4/11/2020,Alaska,2,255,6,11,1
4/10/2020,Alaska,2,244,5,11,0
4/9/2020,Alaska,2,233,5,9,0
4/8/2020,Alaska,2,224,5,13,1
4/7/2020,Alaska,2,211,4,22,0
4/6/2020,Alaska,2,189,4,6,0
4/5/2020,Alaska,2,183,4,14,1
4/4/2020,Alaska,2,169,3,13,1
4/3/2020,Alaska,2,156,2,10,0
4/2/2020,Alaska,2,146,2,3,0
4/1/2020,Alaska,2,143,2,10,0
3/31/2020,Alaska,2,133,2,13,0
3/30/2020,Alaska,2,120,2,6,0
3/29/2020,Alaska,2,114,2,12,1
3/28/2020,Alaska,2,102,1,17,0
3/27/2020,Alaska,2,85,1,16,1
3/26/2020,Alaska,2,69,0,10,0
3/25/2020,Alaska,2,59,0,17,0
3/24/2020,Alaska,2,42,0,6,0
3/23/2020,Alaska,2,36,0,14,0
3/22/2020,Alaska,2,22,0,1,0
3/21/2020,Alaska,2,21,0,7,0
3/20/2020,Alaska,2,14,0,2,0
3/19/2020,Alaska,2,12,0,3,0
3/18/2020,Alaska,2,9,0,3,0
3/17/2020,Alaska,2,6,0,3,0
3/16/2020,Alaska,2,3,0,2,0
3/15/2020,Alaska,2,1,0,0,0
3/14/2020,Alaska,2,1,0,0,0
3/13/2020,Alaska,2,1,0,0,0
3/12/2020,Alaska,2,1,0,1,1
7/20/2020,Arizona,4,145320,2795,1676,27
7/19/2020,Arizona,4,143644,2768,2311,35
7/18/2020,Arizona,4,141333,2733,2758,136
7/17/2020,Arizona,4,138575,2597,3845,91
7/16/2020,Arizona,4,134730,2506,3319,64
7/15/2020,Arizona,4,131411,2442,3285,101
7/14/2020,Arizona,4,128126,2341,4209,91
7/13/2020,Arizona,4,123917,2250,1438,11
7/12/2020,Arizona,4,122479,2239,2488,81
7/11/2020,Arizona,4,119991,2158,3044,65
7/10/2020,Arizona,4,116947,2093,4164,46
7/9/2020,Arizona,4,112783,2047,4073,74
7/8/2020,Arizona,4,108710,1973,3551,40
7/7/2020,Arizona,4,105159,1933,3617,101
7/6/2020,Arizona,4,101542,1832,3416,3
7/5/2020,Arizona,4,98126,1829,3510,8
7/4/2020,Arizona,4,94616,1821,2722,19
7/3/2020,Arizona,4,91894,1802,4399,36
7/2/2020,Arizona,4,87495,1766,3343,40
7/1/2020,Arizona,4,84152,1726,4753,81
6/30/2020,Arizona,4,79399,1645,4797,47
6/29/2020,Arizona,4,74602,1598,641,4
6/28/2020,Arizona,4,73961,1594,3809,13
6/27/2020,Arizona,4,70152,1581,3476,44
6/26/2020,Arizona,4,66676,1537,3379,42
6/25/2020,Arizona,4,63297,1495,3090,28
6/24/2020,Arizona,4,60207,1467,1810,69
6/23/2020,Arizona,4,58397,1398,3630,44
6/22/2020,Arizona,4,54767,1354,2101,4
6/21/2020,Arizona,4,52666,1350,2468,3
6/20/2020,Arizona,4,50198,1347,3284,25
6/19/2020,Arizona,4,46914,1322,3183,35
6/18/2020,Arizona,4,43731,1287,2572,35
6/17/2020,Arizona,4,41159,1252,1861,24
6/16/2020,Arizona,4,39298,1228,2293,24
6/15/2020,Arizona,4,37005,1204,1052,10
6/14/2020,Arizona,4,35953,1194,1180,4
6/13/2020,Arizona,4,34773,1190,1606,33
6/12/2020,Arizona,4,33167,1157,1642,27
6/11/2020,Arizona,4,31525,1130,1544,30
6/10/2020,Arizona,4,29981,1100,1585,26
6/9/2020,Arizona,4,28396,1074,635,22
6/8/2020,Arizona,4,27761,1052,837,4
6/7/2020,Arizona,4,26924,1048,1407,2
6/6/2020,Arizona,4,25517,1046,1148,30
6/5/2020,Arizona,4,24369,1016,1551,16
6/4/2020,Arizona,4,22818,1000,573,17
6/3/2020,Arizona,4,22245,983,995,40
6/2/2020,Arizona,4,21250,943,1127,25
6/1/2020,Arizona,4,20123,918,187,12
5/31/2020,Arizona,4,19936,906,681,3
5/30/2020,Arizona,4,19255,903,790,18
5/29/2020,Arizona,4,18465,885,702,28
5/28/2020,Arizona,4,17763,857,501,26
5/27/2020,Arizona,4,17262,831,479,24
5/26/2020,Arizona,4,16783,807,222,1
5/25/2020,Arizona,4,16561,806,222,6
5/24/2020,Arizona,4,16339,800,299,1
5/23/2020,Arizona,4,16040,799,432,24
5/22/2020,Arizona,4,15608,775,293,12
5/21/2020,Arizona,4,15315,763,418,16
5/20/2020,Arizona,4,14897,747,331,43
5/19/2020,Arizona,4,14566,704,396,18
5/18/2020,Arizona,4,14170,686,233,6
5/17/2020,Arizona,4,13937,680,306,1
5/16/2020,Arizona,4,13631,679,462,28
5/15/2020,Arizona,4,13169,651,495,27
5/14/2020,Arizona,4,12674,624,498,30
5/13/2020,Arizona,4,12176,594,440,32
5/12/2020,Arizona,4,11736,562,356,20
5/11/2020,Arizona,4,11380,542,261,6
5/10/2020,Arizona,4,11119,536,159,4
5/9/2020,Arizona,4,10960,532,434,15
5/8/2020,Arizona,4,10526,517,581,67
5/7/2020,Arizona,4,9945,450,238,24
5/6/2020,Arizona,4,9707,426,402,31
5/5/2020,Arizona,4,9305,395,386,33
5/4/2020,Arizona,4,8919,362,279,0
5/3/2020,Arizona,4,8640,362,276,9
5/2/2020,Arizona,4,8364,353,402,23
5/1/2020,Arizona,4,7962,330,314,10
4/30/2020,Arizona,4,7648,320,446,12
4/29/2020,Arizona,4,7202,308,254,11
4/28/2020,Arizona,4,6948,297,232,20
4/27/2020,Arizona,4,6716,277,190,0
4/26/2020,Arizona,4,6526,277,246,2
4/25/2020,Arizona,4,6280,275,235,7
4/24/2020,Arizona,4,6045,268,276,11
4/23/2020,Arizona,4,5769,257,310,21
4/22/2020,Arizona,4,5459,236,208,23
4/21/2020,Arizona,4,5251,213,187,22
4/20/2020,Arizona,4,5064,191,135,3
4/19/2020,Arizona,4,4929,188,210,7
4/18/2020,Arizona,4,4719,181,212,7
4/17/2020,Arizona,4,4507,174,273,22
4/16/2020,Arizona,4,4234,152,272,10
4/15/2020,Arizona,4,3962,142,156,11
4/14/2020,Arizona,4,3806,131,104,9
4/13/2020,Arizona,4,3702,122,163,5
4/12/2020,Arizona,4,3539,117,146,5
4/11/2020,Arizona,4,3393,112,281,15
4/10/2020,Arizona,4,3112,97,94,8
4/9/2020,Arizona,4,3018,89,292,9
4/8/2020,Arizona,4,2726,80,149,3
4/7/2020,Arizona,4,2577,77,111,10
4/6/2020,Arizona,4,2466,67,197,3
4/5/2020,Arizona,4,2269,64,250,11
4/4/2020,Arizona,4,2019,53,250,12
4/3/2020,Arizona,4,1769,41,169,6
4/2/2020,Arizona,4,1600,35,187,6
4/1/2020,Arizona,4,1413,29,115,5
3/31/2020,Arizona,4,1298,24,129,4
3/30/2020,Arizona,4,1169,20,239,2
3/29/2020,Arizona,4,930,18,157,3
3/28/2020,Arizona,4,773,15,108,0
3/27/2020,Arizona,4,665,15,157,7
3/26/2020,Arizona,4,508,8,106,2
3/25/2020,Arizona,4,402,6,76,0
3/24/2020,Arizona,4,326,6,92,4
3/23/2020,Arizona,4,234,2,81,0
3/22/2020,Arizona,4,153,2,49,1
3/21/2020,Arizona,4,104,1,34,0
3/20/2020,Arizona,4,70,1,23,1
3/19/2020,Arizona,4,47,0,19,0
3/18/2020,Arizona,4,28,0,8,0
3/17/2020,Arizona,4,20,0,2,0
3/16/2020,Arizona,4,18,0,5,0
3/15/2020,Arizona,4,13,0,1,0
3/14/2020,Arizona,4,12,0,3,0
3/13/2020,Arizona,4,9,0,0,0
3/12/2020,Arizona,4,9,0,0,0
3/11/2020,Arizona,4,9,0,3,0
3/10/2020,Arizona,4,6,0,0,0
3/9/2020,Arizona,4,6,0,1,0
3/8/2020,Arizona,4,5,0,0,0
3/7/2020,Arizona,4,5,0,2,0
3/6/2020,Arizona,4,3,0,1,0
3/5/2020,Arizona,4,2,0,0,0
3/4/2020,Arizona,4,2,0,0,0
3/3/2020,Arizona,4,2,0,1,0
3/2/2020,Arizona,4,1,0,0,0
3/1/2020,Arizona,4,1,0,0,0
2/29/2020,Arizona,4,1,0,0,0
2/28/2020,Arizona,4,1,0,0,0
2/27/2020,Arizona,4,1,0,0,0
2/26/2020,Arizona,4,1,0,0,0
2/25/2020,Arizona,4,1,0,0,0
2/24/2020,Arizona,4,1,0,0,0
2/23/2020,Arizona,4,1,0,0,0
2/22/2020,Arizona,4,1,0,0,0
2/21/2020,Arizona,4,1,0,0,0
2/20/2020,Arizona,4,1,0,0,0
2/19/2020,Arizona,4,1,0,0,0
2/18/2020,Arizona,4,1,0,0,0
2/17/2020,Arizona,4,1,0,0,0
2/16/2020,Arizona,4,1,0,0,0
2/15/2020,Arizona,4,1,0,0,0
2/14/2020,Arizona,4,1,0,0,0
2/13/2020,Arizona,4,1,0,0,0
2/12/2020,Arizona,4,1,0,0,0
2/11/2020,Arizona,4,1,0,0,0
2/10/2020,Arizona,4,1,0,0,0
2/9/2020,Arizona,4,1,0,0,0
2/8/2020,Arizona,4,1,0,0,0
2/7/2020,Arizona,4,1,0,0,0
2/6/2020,Arizona,4,1,0,0,0
2/5/2020,Arizona,4,1,0,0,0
2/4/2020,Arizona,4,1,0,0,0
2/3/2020,Arizona,4,1,0,0,0
2/2/2020,Arizona,4,1,0,0,0
2/1/2020,Arizona,4,1,0,0,0
1/31/2020,Arizona,4,1,0,0,0
1/30/2020,Arizona,4,1,0,0,0
1/29/2020,Arizona,4,1,0,0,0
1/28/2020,Arizona,4,1,0,0,0
1/27/2020,Arizona,4,1,0,0,0
1/26/2020,Arizona,4,1,0,1,1
7/20/2020,Arkansas,5,33927,363,699,6
7/19/2020,Arkansas,5,33228,357,695,0
7/18/2020,Arkansas,5,32533,357,771,4
7/17/2020,Arkansas,5,31762,353,648,12
7/16/2020,Arkansas,5,31114,341,817,6
7/15/2020,Arkansas,5,30297,335,564,4
7/14/2020,Arkansas,5,29733,331,794,8
7/13/2020,Arkansas,5,28939,323,572,2
7/12/2020,Arkansas,5,28367,321,503,2
7/11/2020,Arkansas,5,27864,319,1061,6
7/10/2020,Arkansas,5,26803,313,751,4
7/9/2020,Arkansas,5,26052,309,806,4
7/8/2020,Arkansas,5,25246,305,734,4
7/7/2020,Arkansas,5,24512,301,259,9
7/6/2020,Arkansas,5,24253,292,439,5
7/5/2020,Arkansas,5,23814,287,605,1
7/4/2020,Arkansas,5,23209,286,587,5
7/3/2020,Arkansas,5,22622,281,547,2
7/2/2020,Arkansas,5,22075,279,878,2
7/1/2020,Arkansas,5,21197,277,420,7
6/30/2020,Arkansas,5,20777,270,520,5
6/29/2020,Arkansas,5,20257,265,439,1
6/28/2020,Arkansas,5,19818,264,508,5
6/27/2020,Arkansas,5,19310,259,570,10
6/26/2020,Arkansas,5,18740,249,678,9
6/25/2020,Arkansas,5,18062,240,687,0
6/24/2020,Arkansas,5,17375,240,697,3
6/23/2020,Arkansas,5,16678,237,595,10
6/22/2020,Arkansas,5,16083,227,522,2
6/21/2020,Arkansas,5,15561,225,419,1
6/20/2020,Arkansas,5,15142,224,511,10
6/19/2020,Arkansas,5,14631,214,703,6
6/18/2020,Arkansas,5,13928,208,322,11
6/17/2020,Arkansas,5,13606,197,415,9
6/16/2020,Arkansas,5,13191,188,274,6
6/15/2020,Arkansas,5,12917,182,416,3
6/14/2020,Arkansas,5,12501,179,406,2
6/13/2020,Arkansas,5,12095,177,548,1
6/12/2020,Arkansas,5,11547,176,731,5
6/11/2020,Arkansas,5,10816,171,448,6
6/10/2020,Arkansas,5,10368,165,288,4
6/9/2020,Arkansas,5,10080,161,340,6
6/8/2020,Arkansas,5,9740,155,314,1
6/7/2020,Arkansas,5,9426,154,325,0
6/6/2020,Arkansas,5,9101,154,450,2
6/5/2020,Arkansas,5,8651,152,226,1
6/4/2020,Arkansas,5,8425,151,358,9
6/3/2020,Arkansas,5,8067,142,249,6
6/2/2020,Arkansas,5,7818,136,375,3
6/1/2020,Arkansas,5,7443,133,190,0
5/31/2020,Arkansas,5,7253,133,240,0
5/30/2020,Arkansas,5,7013,133,236,1
5/29/2020,Arkansas,5,6777,132,239,7
5/28/2020,Arkansas,5,6538,125,261,5
5/27/2020,Arkansas,5,6277,120,97,1
5/26/2020,Arkansas,5,6180,119,151,2
5/25/2020,Arkansas,5,6029,117,107,1
5/24/2020,Arkansas,5,5922,116,147,1
5/23/2020,Arkansas,5,5775,115,163,2
5/22/2020,Arkansas,5,5612,113,154,3
5/21/2020,Arkansas,5,5458,110,455,3
5/20/2020,Arkansas,5,5003,107,80,5
5/19/2020,Arkansas,5,4923,102,110,2
5/18/2020,Arkansas,5,4813,100,54,2
5/17/2020,Arkansas,5,4759,98,181,0
5/16/2020,Arkansas,5,4578,98,115,0
5/15/2020,Arkansas,5,4463,98,97,0
5/14/2020,Arkansas,5,4366,98,130,1
5/13/2020,Arkansas,5,4236,97,72,2
5/12/2020,Arkansas,5,4164,95,121,1
5/11/2020,Arkansas,5,4043,94,31,3
5/10/2020,Arkansas,5,4012,91,265,3
5/9/2020,Arkansas,5,3747,88,0,0
5/8/2020,Arkansas,5,3747,88,53,0
5/7/2020,Arkansas,5,3694,88,83,1
5/6/2020,Arkansas,5,3611,87,86,4
5/5/2020,Arkansas,5,3525,83,56,3
5/4/2020,Arkansas,5,3469,80,38,4
5/3/2020,Arkansas,5,3431,76,59,4
5/2/2020,Arkansas,5,3372,72,62,8
5/1/2020,Arkansas,5,3310,64,29,3
4/30/2020,Arkansas,5,3281,61,74,2
4/29/2020,Arkansas,5,3207,59,80,2
4/28/2020,Arkansas,5,3127,57,58,6
4/27/2020,Arkansas,5,3069,51,68,1
4/26/2020,Arkansas,5,3001,50,92,2
4/25/2020,Arkansas,5,2909,48,99,1
4/24/2020,Arkansas,5,2810,47,211,2
4/23/2020,Arkansas,5,2599,45,207,1
4/22/2020,Arkansas,5,2392,44,130,1
4/21/2020,Arkansas,5,2262,43,291,1
4/20/2020,Arkansas,5,1971,42,190,3
4/19/2020,Arkansas,5,1781,39,4,1
4/18/2020,Arkansas,5,1777,38,82,1
4/17/2020,Arkansas,5,1695,37,75,0
4/16/2020,Arkansas,5,1620,37,21,3
4/15/2020,Arkansas,5,1599,34,101,2
4/14/2020,Arkansas,5,1498,32,23,2
4/13/2020,Arkansas,5,1475,30,195,3
4/12/2020,Arkansas,5,1280,27,52,2
4/11/2020,Arkansas,5,1228,25,26,1
4/10/2020,Arkansas,5,1202,24,56,3
4/9/2020,Arkansas,5,1146,21,69,3
4/8/2020,Arkansas,5,1077,18,80,0
4/7/2020,Arkansas,5,997,18,70,2
4/6/2020,Arkansas,5,927,16,74,0
4/5/2020,Arkansas,5,853,16,110,2
4/4/2020,Arkansas,5,743,14,5,2
4/3/2020,Arkansas,5,738,12,55,0
4/2/2020,Arkansas,5,683,12,59,2
4/1/2020,Arkansas,5,624,10,60,2
3/31/2020,Arkansas,5,564,8,56,1
3/30/2020,Arkansas,5,508,7,59,1
3/29/2020,Arkansas,5,449,6,40,1
3/28/2020,Arkansas,5,409,5,24,2
3/27/2020,Arkansas,5,385,3,35,0
3/26/2020,Arkansas,5,350,3,43,1
3/25/2020,Arkansas,5,307,2,76,0
3/24/2020,Arkansas,5,231,2,30,2
3/23/2020,Arkansas,5,201,0,36,0
3/22/2020,Arkansas,5,165,0,47,0
3/21/2020,Arkansas,5,118,0,18,0
3/20/2020,Arkansas,5,100,0,38,0
3/19/2020,Arkansas,5,62,0,29,0
3/18/2020,Arkansas,5,33,0,11,0
3/17/2020,Arkansas,5,22,0,0,0
3/16/2020,Arkansas,5,22,0,6,0
3/15/2020,Arkansas,5,16,0,7,0
3/14/2020,Arkansas,5,9,0,2,0
3/13/2020,Arkansas,5,7,0,1,0
3/12/2020,Arkansas,5,6,0,5,0
3/11/2020,Arkansas,5,1,0,1,1
7/20/2020,California,6,400195,7764,8735,54
7/19/2020,California,6,391460,7710,8266,13
7/18/2020,California,6,383194,7697,8272,90
7/17/2020,California,6,374922,7607,10161,117
7/16/2020,California,6,364761,7490,9264,122
7/15/2020,California,6,355497,7368,8904,141
7/14/2020,California,6,346593,7227,10387,141
7/13/2020,California,6,336206,7086,8530,44
7/12/2020,California,6,327676,7042,7646,30
7/11/2020,California,6,320030,7012,8525,76
7/10/2020,California,6,311505,6936,7989,111
7/9/2020,California,6,303516,6825,7212,117
7/8/2020,California,6,296304,6708,8538,145
7/7/2020,California,6,287766,6563,9897,111
7/6/2020,California,6,277869,6452,6282,83
7/5/2020,California,6,271587,6369,6411,40
7/4/2020,California,6,265176,6329,8878,14
7/3/2020,California,6,256298,6315,8100,52
7/2/2020,California,6,248198,6263,8434,95
7/1/2020,California,6,239764,6168,7611,85
6/30/2020,California,6,232153,6083,8158,104
6/29/2020,California,6,223995,5979,7040,42
6/28/2020,California,6,216955,5937,5502,35
6/27/2020,California,6,211453,5902,4426,30
6/26/2020,California,6,207027,5872,5614,62
6/25/2020,California,6,201413,5810,5524,82
6/24/2020,California,6,195889,5728,4850,91
6/23/2020,California,6,191039,5637,6419,76
6/22/2020,California,6,184620,5561,5813,44
6/21/2020,California,6,178807,5517,3953,22
6/20/2020,California,6,174854,5495,4011,70
6/19/2020,California,6,170843,5425,3708,66
6/18/2020,California,6,167135,5359,3754,76
6/17/2020,California,6,163381,5283,4250,81
6/16/2020,California,6,159131,5202,3469,82
6/15/2020,California,6,155662,5120,2709,31
6/14/2020,California,6,152953,5089,2519,30
